set_id,workout_id,date,week,title,start_datetime,end_datetime,exercise_title,exercise_category,set_index,set_type,is_warmup,is_working_set,weight_kg,reps,volume_kg,bodyweight_kg,is_weighted_pullup,external_load_kg,total_load_kg,e1rm_kg,total_e1rm_kg,external_e1rm_kg,distance_km,duration_seconds,rpe,exercise_notes
2f491767057a_cable_fly_crossovers_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Cable Fly Crossovers,other,0,normal,False,True,20.0,10.0,200.0,85.1,False,20.0,20.0,26.666666666666664,26.666666666666664,26.666666666666664,,,,
2f491767057a_cable_fly_crossovers_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Cable Fly Crossovers,other,0,normal,False,True,15.0,10.0,150.0,85.1,False,15.0,15.0,20.0,20.0,20.0,,,,Rest 1'
2f491767057a_cable_fly_crossovers_1,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Cable Fly Crossovers,other,1,normal,False,True,20.0,10.0,200.0,85.1,False,20.0,20.0,26.666666666666664,26.666666666666664,26.666666666666664,,,,
2f491767057a_cable_fly_crossovers_1,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Cable Fly Crossovers,other,1,normal,False,True,15.0,10.0,150.0,85.1,False,15.0,15.0,20.0,20.0,20.0,,,,Rest 1'
2f491767057a_cable_fly_crossovers_2,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Cable Fly Crossovers,other,2,normal,False,True,20.0,10.0,200.0,85.1,False,20.0,20.0,26.666666666666664,26.666666666666664,26.666666666666664,,,,
2f491767057a_cable_fly_crossovers_2,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Cable Fly Crossovers,other,2,normal,False,True,15.0,10.0,150.0,85.1,False,15.0,15.0,20.0,20.0,20.0,,,,Rest 1'
2f491767057a_lat_pulldown_machine_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Lat Pulldown (Machine),other,0,normal,False,True,30.0,15.0,450.0,85.1,False,30.0,30.0,,,,,,,Rest 2'
2f491767057a_lat_pulldown_machine_1,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Lat Pulldown (Machine),other,1,normal,False,True,40.0,12.0,480.0,85.1,False,40.0,40.0,56.0,56.0,56.0,,,,Rest 2'
2f491767057a_lat_pulldown_machine_2,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Lat Pulldown (Machine),other,2,normal,False,True,40.0,10.0,400.0,85.1,False,40.0,40.0,53.33333333333333,53.33333333333333,53.33333333333333,,,,Rest 2'
2f491767057a_lat_pulldown_machine_3,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Lat Pulldown (Machine),other,3,normal,False,True,45.0,8.0,360.0,85.1,False,45.0,45.0,57.0,57.0,57.0,,,,Rest 2'
2f491767057a_lat_pulldown_machine_4,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Lat Pulldown (Machine),other,4,normal,False,True,50.0,6.0,300.0,85.1,False,50.0,50.0,60.0,60.0,60.0,,,,Rest 2'
2f491767057a_leg_extension_machine_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Leg Extension (Machine),other,0,normal,False,True,30.0,12.0,360.0,85.1,False,30.0,30.0,42.0,42.0,42.0,,,,Rest 1'30
2f491767057a_leg_extension_machine_1,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Leg Extension (Machine),other,1,normal,False,True,30.0,12.0,360.0,85.1,False,30.0,30.0,42.0,42.0,42.0,,,,Rest 1'30
2f491767057a_leg_extension_machine_2,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Leg Extension (Machine),other,2,normal,False,True,35.0,12.0,420.0,85.1,False,35.0,35.0,49.0,49.0,49.0,,,,Rest 1'30
2f491767057a_overhead_press_dumbbell_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Overhead Press (Dumbbell),other,0,normal,False,True,14.0,10.0,140.0,85.1,False,14.0,14.0,18.666666666666664,18.666666666666664,18.666666666666664,,,,Rest 2'
2f491767057a_overhead_press_dumbbell_1,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Overhead Press (Dumbbell),other,1,normal,False,True,16.0,10.0,160.0,85.1,False,16.0,16.0,21.333333333333332,21.333333333333332,21.333333333333332,,,,Rest 2'
2f491767057a_overhead_press_dumbbell_2,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Overhead Press (Dumbbell),other,2,normal,False,True,16.0,10.0,160.0,85.1,False,16.0,16.0,21.333333333333332,21.333333333333332,21.333333333333332,,,,Rest 2'
2f491767057a_overhead_press_dumbbell_3,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Overhead Press (Dumbbell),other,3,normal,False,True,16.0,10.0,160.0,85.1,False,16.0,16.0,21.333333333333332,21.333333333333332,21.333333333333332,,,,Rest 2'
2f491767057a_romanian_deadlift_barbell_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Romanian Deadlift (Barbell),deadlift,0,normal,False,True,70.0,6.0,420.0,85.1,False,70.0,70.0,84.0,84.0,84.0,,,,"Rest 2'
Provare a 75"
2f491767057a_romanian_deadlift_barbell_1,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Romanian Deadlift (Barbell),deadlift,1,normal,False,True,70.0,6.0,420.0,85.1,False,70.0,70.0,84.0,84.0,84.0,,,,"Rest 2'
Provare a 75"
2f491767057a_romanian_deadlift_barbell_2,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Romanian Deadlift (Barbell),deadlift,2,normal,False,True,70.0,6.0,420.0,85.1,False,70.0,70.0,84.0,84.0,84.0,,,,"Rest 2'
Provare a 75"
2f491767057a_romanian_deadlift_barbell_3,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Romanian Deadlift (Barbell),deadlift,3,normal,False,True,70.0,6.0,420.0,85.1,False,70.0,70.0,84.0,84.0,84.0,,,,"Rest 2'
Provare a 75"
2f491767057a_rope_straight_arm_pulldown_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Rope Straight Arm Pulldown,other,0,normal,False,True,35.0,15.0,525.0,85.1,False,35.0,35.0,,,,,,,Rest 1'
2f491767057a_rope_straight_arm_pulldown_1,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Rope Straight Arm Pulldown,other,1,normal,False,True,35.0,15.0,525.0,85.1,False,35.0,35.0,,,,,,,Rest 1'
2f491767057a_rope_straight_arm_pulldown_2,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Rope Straight Arm Pulldown,other,2,normal,False,True,35.0,15.0,525.0,85.1,False,35.0,35.0,,,,,,,Rest 1'
2f491767057a_sit_up_0,2f491767057a,2022-12-21,2022-12-19/2022-12-25,Day 2,2022-12-21 20:08:00,2022-12-21 21:13:00,Sit Up,other,0,normal,False,True,,50.0,0.0,85.1,False,,,,,,,,,2'38'
4d7b803cf116_chest_fly_dumbbell_0,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Chest Fly (Dumbbell),other,0,normal,False,True,11.0,15.0,165.0,85.1,False,11.0,11.0,,,,,,,
4d7b803cf116_chest_fly_dumbbell_1,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Chest Fly (Dumbbell),other,1,normal,False,True,11.0,15.0,165.0,85.1,False,11.0,11.0,,,,,,,
4d7b803cf116_chest_fly_dumbbell_2,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Chest Fly (Dumbbell),other,2,normal,False,True,11.0,15.0,165.0,85.1,False,11.0,11.0,,,,,,,
4d7b803cf116_chest_supported_incline_row_dumbbell_0,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Chest Supported Incline Row (Dumbbell),other,0,normal,False,True,21.0,8.0,168.0,85.1,False,21.0,21.0,26.599999999999998,26.599999999999998,26.599999999999998,,,,
4d7b803cf116_chest_supported_incline_row_dumbbell_1,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Chest Supported Incline Row (Dumbbell),other,1,normal,False,True,21.0,10.0,210.0,85.1,False,21.0,21.0,28.0,28.0,28.0,,,,
4d7b803cf116_chest_supported_incline_row_dumbbell_2,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Chest Supported Incline Row (Dumbbell),other,2,normal,False,True,21.0,10.0,210.0,85.1,False,21.0,21.0,28.0,28.0,28.0,,,,
4d7b803cf116_chest_supported_incline_row_dumbbell_3,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Chest Supported Incline Row (Dumbbell),other,3,normal,False,True,21.0,10.0,210.0,85.1,False,21.0,21.0,28.0,28.0,28.0,,,,
4d7b803cf116_concentration_curl_0,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Concentration Curl,other,0,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_concentration_curl_1,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Concentration Curl,other,1,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_concentration_curl_2,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Concentration Curl,other,2,normal,False,True,11.0,6.0,66.0,85.1,False,11.0,11.0,13.2,13.2,13.2,,,,
4d7b803cf116_concentration_curl_3,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Concentration Curl,other,3,normal,False,True,11.0,6.0,66.0,85.1,False,11.0,11.0,13.2,13.2,13.2,,,,
4d7b803cf116_incline_bench_press_dumbbell_0,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Incline Bench Press (Dumbbell),bench_press,0,normal,False,True,21.0,8.0,168.0,85.1,False,21.0,21.0,26.599999999999998,26.599999999999998,26.599999999999998,,,,
4d7b803cf116_incline_bench_press_dumbbell_1,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Incline Bench Press (Dumbbell),bench_press,1,normal,False,True,21.0,8.0,168.0,85.1,False,21.0,21.0,26.599999999999998,26.599999999999998,26.599999999999998,,,,
4d7b803cf116_incline_bench_press_dumbbell_2,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Incline Bench Press (Dumbbell),bench_press,2,normal,False,True,21.0,10.0,210.0,85.1,False,21.0,21.0,28.0,28.0,28.0,,,,
4d7b803cf116_incline_bench_press_dumbbell_3,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Incline Bench Press (Dumbbell),bench_press,3,normal,False,True,21.0,7.0,147.0,85.1,False,21.0,21.0,25.900000000000002,25.900000000000002,25.900000000000002,,,,
4d7b803cf116_lateral_raise_dumbbell_0,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Lateral Raise (Dumbbell),other,0,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_lateral_raise_dumbbell_1,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Lateral Raise (Dumbbell),other,1,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_lateral_raise_dumbbell_2,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Lateral Raise (Dumbbell),other,2,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_lateral_raise_dumbbell_3,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Lateral Raise (Dumbbell),other,3,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_rear_delt_reverse_fly_dumbbell_0,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Rear Delt Reverse Fly (Dumbbell),other,0,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_rear_delt_reverse_fly_dumbbell_1,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Rear Delt Reverse Fly (Dumbbell),other,1,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_rear_delt_reverse_fly_dumbbell_2,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Rear Delt Reverse Fly (Dumbbell),other,2,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
4d7b803cf116_triceps_pressdown_0,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Triceps Pressdown,other,0,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
4d7b803cf116_triceps_pressdown_1,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Triceps Pressdown,other,1,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
4d7b803cf116_triceps_pressdown_2,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Triceps Pressdown,other,2,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
4d7b803cf116_triceps_pressdown_3,4d7b803cf116,2022-12-24,2022-12-19/2022-12-25,Day 3,2022-12-24 11:01:00,2022-12-24 11:58:00,Triceps Pressdown,other,3,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
6849868ea363_bench_press_dumbbell_0,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Bench Press (Dumbbell),bench_press,0,normal,False,True,21.0,10.0,210.0,85.1,False,21.0,21.0,28.0,28.0,28.0,,,,
6849868ea363_bench_press_dumbbell_1,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Bench Press (Dumbbell),bench_press,1,normal,False,True,22.5,8.0,180.0,85.1,False,22.5,22.5,28.5,28.5,28.5,,,,
6849868ea363_bench_press_dumbbell_2,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Bench Press (Dumbbell),bench_press,2,normal,False,True,22.5,8.0,180.0,85.1,False,22.5,22.5,28.5,28.5,28.5,,,,
6849868ea363_chest_fly_dumbbell_0,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Chest Fly (Dumbbell),other,0,normal,False,True,12.5,15.0,187.5,85.1,False,12.5,12.5,,,,,,,
6849868ea363_chest_fly_dumbbell_1,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Chest Fly (Dumbbell),other,1,normal,False,True,12.5,12.0,150.0,85.1,False,12.5,12.5,17.5,17.5,17.5,,,,
6849868ea363_chest_fly_dumbbell_2,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Chest Fly (Dumbbell),other,2,normal,False,True,12.5,12.0,150.0,85.1,False,12.5,12.5,17.5,17.5,17.5,,,,
6849868ea363_incline_bench_press_dumbbell_0,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Incline Bench Press (Dumbbell),bench_press,0,normal,False,True,22.5,7.0,157.5,85.1,False,22.5,22.5,27.75,27.75,27.75,,,,
6849868ea363_incline_bench_press_dumbbell_1,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Incline Bench Press (Dumbbell),bench_press,1,normal,False,True,22.5,7.0,157.5,85.1,False,22.5,22.5,27.75,27.75,27.75,,,,
6849868ea363_incline_bench_press_dumbbell_2,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Incline Bench Press (Dumbbell),bench_press,2,normal,False,True,22.5,7.0,157.5,85.1,False,22.5,22.5,27.75,27.75,27.75,,,,
6849868ea363_seated_lateral_raise_dumbbell_0,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Seated Lateral Raise (Dumbbell),other,0,normal,False,True,11.0,6.0,66.0,85.1,False,11.0,11.0,13.2,13.2,13.2,,,,
6849868ea363_seated_lateral_raise_dumbbell_1,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Seated Lateral Raise (Dumbbell),other,1,normal,False,True,11.0,7.0,77.0,85.1,False,11.0,11.0,13.566666666666666,13.566666666666666,13.566666666666666,,,,
6849868ea363_seated_lateral_raise_dumbbell_2,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Seated Lateral Raise (Dumbbell),other,2,normal,False,True,11.0,7.0,77.0,85.1,False,11.0,11.0,13.566666666666666,13.566666666666666,13.566666666666666,,,,
6849868ea363_shoulder_press_dumbbell_0,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Shoulder Press (Dumbbell),other,0,normal,False,True,12.5,10.0,125.0,85.1,False,12.5,12.5,16.666666666666664,16.666666666666664,16.666666666666664,,,,Fare con 13.5
6849868ea363_shoulder_press_dumbbell_1,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Shoulder Press (Dumbbell),other,1,normal,False,True,12.5,10.0,125.0,85.1,False,12.5,12.5,16.666666666666664,16.666666666666664,16.666666666666664,,,,Fare con 13.5
6849868ea363_shoulder_press_dumbbell_2,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Shoulder Press (Dumbbell),other,2,normal,False,True,12.5,10.0,125.0,85.1,False,12.5,12.5,16.666666666666664,16.666666666666664,16.666666666666664,,,,Fare con 13.5
6849868ea363_skullcrusher_dumbbell_0,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Skullcrusher (Dumbbell),other,0,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
6849868ea363_skullcrusher_dumbbell_1,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Skullcrusher (Dumbbell),other,1,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
6849868ea363_skullcrusher_dumbbell_2,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Skullcrusher (Dumbbell),other,2,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
6849868ea363_skullcrusher_dumbbell_3,6849868ea363,2022-12-29,2022-12-26/2023-01-01,Petto-spalle-triceps for gay people,2022-12-29 12:05:00,2022-12-29 12:50:00,Skullcrusher (Dumbbell),other,3,normal,False,True,11.0,10.0,110.0,85.1,False,11.0,11.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,
1f361359b7e4_chest_supported_incline_row_dumbbell_0,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Chest Supported Incline Row (Dumbbell),other,0,normal,False,True,21.0,8.0,168.0,85.1,False,21.0,21.0,26.599999999999998,26.599999999999998,26.599999999999998,,,,
1f361359b7e4_chest_supported_incline_row_dumbbell_1,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Chest Supported Incline Row (Dumbbell),other,1,normal,False,True,21.0,8.0,168.0,85.1,False,21.0,21.0,26.599999999999998,26.599999999999998,26.599999999999998,,,,
1f361359b7e4_chest_supported_incline_row_dumbbell_2,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Chest Supported Incline Row (Dumbbell),other,2,normal,False,True,21.0,8.0,168.0,85.1,False,21.0,21.0,26.599999999999998,26.599999999999998,26.599999999999998,,,,
1f361359b7e4_chest_supported_incline_row_dumbbell_3,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Chest Supported Incline Row (Dumbbell),other,3,normal,False,True,21.0,8.0,168.0,85.1,False,21.0,21.0,26.599999999999998,26.599999999999998,26.599999999999998,,,,
1f361359b7e4_concentration_curl_0,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Concentration Curl,other,0,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
1f361359b7e4_concentration_curl_1,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Concentration Curl,other,1,normal,False,True,11.0,6.0,66.0,85.1,False,11.0,11.0,13.2,13.2,13.2,,,,
1f361359b7e4_concentration_curl_2,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Concentration Curl,other,2,normal,False,True,11.0,6.0,66.0,85.1,False,11.0,11.0,13.2,13.2,13.2,,,,
1f361359b7e4_dumbbell_row_0,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Dumbbell Row,other,0,normal,False,True,21.0,16.0,336.0,85.1,False,21.0,21.0,,,,,,,
1f361359b7e4_dumbbell_row_1,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Dumbbell Row,other,1,normal,False,True,21.0,16.0,336.0,85.1,False,21.0,21.0,,,,,,,
1f361359b7e4_rear_delt_reverse_fly_dumbbell_0,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Rear Delt Reverse Fly (Dumbbell),other,0,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
1f361359b7e4_rear_delt_reverse_fly_dumbbell_1,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Rear Delt Reverse Fly (Dumbbell),other,1,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
1f361359b7e4_rear_delt_reverse_fly_dumbbell_2,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Rear Delt Reverse Fly (Dumbbell),other,2,normal,False,True,11.0,8.0,88.0,85.1,False,11.0,11.0,13.933333333333334,13.933333333333334,13.933333333333334,,,,
1f361359b7e4_seated_incline_curl_dumbbell_0,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Seated Incline Curl (Dumbbell),other,0,normal,False,True,22.0,10.0,220.0,85.1,False,22.0,22.0,29.333333333333332,29.333333333333332,29.333333333333332,,,,
1f361359b7e4_seated_incline_curl_dumbbell_1,1f361359b7e4,2023-01-03,2023-01-02/2023-01-08,Dorso-bicipiti for grannies,2023-01-03 13:49:00,2023-01-03 14:54:00,Seated Incline Curl (Dumbbell),other,1,normal,False,True,22.0,10.0,220.0,85.1,False,22.0,22.0,29.333333333333332,29.333333333333332,29.333333333333332,,,,
